time(yyyymm) ts_sst
195802 0.374402
195803 0.234077
195804 0.196092
195805 0.105098
195806 0.052344
195807 0.032491
195808 0.063966
195809 -0.004774
195810 -0.042241
195811 -0.076152
195812 0.018185
195901 0.084604
195902 0.074806
195903 0.047420
195904 0.052628
195905 0.065821
195906 -0.071579
195907 -0.071710
195908 -0.135128
195909 -0.092280
195910 -0.079160
195911 -0.108487
195912 -0.107344
196001 -0.105651
196002 -0.172697
196003 -0.006486
196004 -0.094281
196005 -0.008919
196006 -0.144601
196007 -0.064902
196008 -0.116107
196009 -0.059695
196010 -0.175130
196011 -0.175419
196012 -0.048362
196101 0.001710
196102 0.069764
196103 -0.040648
196104 -0.053319
196105 -0.070303
196106 -0.058297
196107 -0.208044
196108 -0.204933
196109 -0.308420
196110 -0.260062
196111 -0.269167
196112 -0.172211
196201 -0.164413
196202 -0.170568
196203 -0.141704
196204 -0.162393
196205 -0.180092
196206 -0.163706
196207 -0.153352
196208 -0.113334
196209 -0.201227
196210 -0.220903
196211 -0.207675
196212 -0.226455
196301 -0.105304
196302 -0.056325
196303 -0.057518
196304 -0.005861
196305 0.045237
196306 -0.005398
196307 0.094839
196308 0.159461
196309 0.117144
196310 0.112203
196311 0.173383
196312 0.183385
196401 0.200597
196402 0.088475
196403 -0.049487
196404 -0.114425
196405 -0.273418
196406 -0.225376
196407 -0.214025
196408 -0.372918
196409 -0.444427
196410 -0.384529
196411 -0.527882
196412 -0.567778
196501 -0.419230
196502 -0.281959
196503 -0.289086
196504 -0.157397
196505 -0.123438
196506 -0.159445
196507 -0.209293
196508 -0.082438
196509 -0.016764
196510 0.020765
196511 0.044768
196512 0.059415
196601 0.073252
196602 0.084755
196603 0.077665
196604 0.040062
196605 -0.136598
196606 -0.029063
196607 0.047496
196608 -0.053641
196609 -0.083518
196610 -0.098656
196611 -0.057268
196612 -0.046113
196701 -0.210476
196702 -0.234656
196703 -0.233390
196704 -0.173224
196705 -0.127498
196706 -0.142294
196707 -0.267740
196708 -0.326924
196709 -0.329448
196710 -0.424787
196711 -0.443788
196712 -0.371286
196801 -0.448694
196802 -0.409222
196803 -0.415136
196804 -0.338465
196805 -0.345499
196806 -0.076356
196807 -0.115326
196808 -0.070228
196809 -0.064253
196810 -0.004595
196811 0.024817
196812 0.103481
196901 0.220725
196902 0.227333
196903 0.277875
196904 0.317639
196905 0.340684
196906 0.116460
196907 0.021756
196908 0.044326
196909 0.085185
196910 0.165475
196911 0.121536
196912 0.187730
197001 0.220872
197002 0.088029
197003 0.132745
197004 0.060673
197005 -0.025696
197006 -0.172154
197007 -0.191215
197008 -0.292391
197009 -0.260448
197010 -0.303452
197011 -0.309136
197012 -0.429750
197101 -0.432807
197102 -0.504589
197103 -0.483343
197104 -0.342575
197105 -0.376559
197106 -0.434855
197107 -0.407414
197108 -0.403574
197109 -0.377996
197110 -0.437033
197111 -0.449114
197112 -0.523424
197201 -0.300867
197202 -0.155365
197203 -0.205631
197204 -0.078301
197205 -0.038765
197206 0.050743
197207 0.107728
197208 0.185393
197209 0.171197
197210 0.309309
197211 0.373153
197212 0.477632
197301 0.437207
197302 0.308931
197303 0.228624
197304 0.126135
197305 0.048791
197306 -0.022291
197307 -0.025158
197308 -0.060533
197309 -0.073249
197310 -0.214043
197311 -0.266824
197312 -0.370273
197401 -0.500869
197402 -0.481045
197403 -0.416085
197404 -0.369440
197405 -0.277808
197406 -0.262319
197407 -0.214701
197408 -0.084257
197409 -0.197217
197410 -0.289307
197411 -0.304839
197412 -0.273643
197501 -0.306076
197502 -0.252375
197503 -0.318189
197504 -0.300998
197505 -0.309982
197506 -0.350162
197507 -0.252239
197508 -0.294168
197509 -0.441960
197510 -0.476191
197511 -0.542824
197512 -0.634427
197601 -0.585951
197602 -0.474928
197603 -0.403393
197604 -0.334005
197605 -0.310470
197606 -0.184481
197607 -0.118151
197608 -0.080805
197609 -0.043866
197610 0.125219
197611 0.146854
197612 0.074994
197701 0.147303
197702 0.114191
197703 0.073285
197704 0.010081
197705 0.100031
197706 0.137227
197707 0.083540
197708 0.045418
197709 0.114527
197710 0.108515
197711 0.136620
197712 0.129117
197801 0.190457
197802 0.091277
197803 0.079432
197804 -0.040019
197805 -0.043955
197806 -0.011568
197807 -0.016832
197808 -0.076260
197809 -0.068776
197810 -0.115225
197811 -0.022403
197812 0.056186
197901 0.163497
197902 0.081596
197903 0.155364
197904 0.199174
197905 0.130873
197906 0.183848
197907 0.085364
197908 0.100332
197909 0.154672
197910 0.151407
197911 0.229507
197912 0.306981
198001 0.318330
198002 0.245108
198003 0.246922
198004 0.254199
198005 0.271502
198006 0.201425
198007 0.142501
198008 0.136786
198009 0.124414
198010 0.069363
198011 0.114015
198012 0.111939
198101 0.006787
198102 -0.073256
198103 0.098141
198104 0.002758
198105 0.079521
198106 0.071255
198107 0.041613
198108 0.019619
198109 0.142204
