time(yyyymm) ts_sst
195008 26.222754
195009 26.226954
195010 26.400770
195011 26.456147
195012 26.437396
195101 26.491074
195102 26.661461
195103 26.992737
195104 27.362728
195105 27.455607
195106 27.086680
195107 26.686308
195108 26.548111
195109 26.677781
195110 26.968887
195111 27.075422
195112 26.957609
195201 26.882202
195202 27.126086
195203 27.404462
195204 27.664492
195205 27.523421
195206 27.054824
195207 26.509237
195208 26.292346
195209 26.476436
195210 26.656063
195211 26.776587
195212 26.808310
195301 26.874482
195302 27.054386
195303 27.400577
195304 27.623531
195305 27.526691
195306 27.147518
195307 26.697246
195308 26.512547
195309 26.573750
195310 26.741002
195311 26.820635
195312 26.807361
195401 26.749976
195402 26.915882
195403 27.194437
195404 27.379212
195405 27.244719
195406 26.796658
195407 26.273747
195408 26.168423
195409 26.200643
195410 26.342868
195411 26.479553
195412 26.410663
195501 26.513396
195502 26.621118
195503 26.978222
195504 27.127029
195505 27.071864
195506 26.589481
195507 26.247691
195508 26.096797
195509 26.198379
195510 26.283341
195511 26.476287
195512 26.404013
195601 26.457236
195602 26.634723
195603 27.017147
195604 27.229832
195605 27.029653
195606 26.605189
195607 26.217843
195608 26.111024
195609 26.125117
195610 26.380427
195611 26.561441
195612 26.617058
195701 26.672857
195702 26.909010
195703 27.309865
195704 27.601497
195705 27.671100
195706 27.246090
195707 26.751313
195708 26.545319
195709 26.592102
195710 26.816990
195711 27.055300
195712 27.067324
195801 27.164863
195802 27.365121
195803 27.583904
195804 27.778817
195805 27.621548
195806 27.175351
195807 26.678983
195808 26.474503
195809 26.550888
195810 26.732273
195811 26.839085
195812 26.879994
195901 26.914419
195902 27.125465
195903 27.394767
195904 27.636710
195905 27.548358
195906 27.022733
195907 26.524833
195908 26.246857
195909 26.425816
195910 26.706453
195911 26.812018
195912 26.736254
196001 26.766397
196002 26.926098
196003 27.299147
196004 27.486078
196005 27.428589
196006 26.909962
196007 26.529206
196008 26.267960
196009 26.402106
196010 26.579724
196011 26.698164
196012 26.790991
196101 26.800183
196102 27.047019
196103 27.258300
196104 27.484519
196105 27.394202
196106 26.946942
196107 26.369588
196108 26.195150
196109 26.231132
196110 26.460691
196111 26.603044
196112 26.616348
196201 26.621066
196202 26.820311
196203 27.144140
196204 27.389367
196205 27.299458
196206 26.912866
196207 26.499213
196208 26.313108
196209 26.333961
196210 26.569036
196211 26.740603
196212 26.693033
196301 26.751043
196302 26.956227
196303 27.304517
196304 27.595447
196305 27.557328
196306 27.110495
196307 26.715764
196308 26.586743
196309 26.671337
196310 26.876561
196311 27.089083
196312 27.056365
196401 27.060822
196402 27.164755
196403 27.335946
196404 27.466283
196405 27.292320
196406 26.871234
196407 26.426964
196408 26.102243
196409 26.154978
196410 26.351573
196411 26.418338
196412 26.386304
196501 26.469322
196502 26.780558
196503 27.096452
196504 27.472480
196505 27.437123
196506 26.970204
196507 26.505363
196508 26.383963
196509 26.528237
196510 26.817615
196511 27.007902
196512 26.971761
196601 26.961035
196602 27.141478
196603 27.402490
196604 27.627895
196605 27.482629
196606 27.144715
196607 26.705609
196608 26.426040
196609 26.505858
196610 26.692988
196611 26.903222
196612 26.842931
196701 26.736403
196702 26.863998
196703 27.190898
196704 27.480260
196705 27.439689
196706 26.971843
196707 26.441050
196708 26.167748
196709 26.280919
196710 26.481904
196711 26.583091
196712 26.578509
196801 26.550562
196802 26.756757
196803 27.032373
196804 27.307326
196805 27.286908
196806 27.064359
